"","datetime","date","time","depth.m","temp.c","sal.pss","do.mgl","do.sat","ph","turbidity.fnu","fdom.qsu","chlorophyll.ugl"
"26",2018-07-11 11:30:00,2018-07-11,"11:30:00",-0.003,24.872,0,8.41,101.5,7.61,7.94,0.25,0.83
"27",2018-07-11 12:00:00,2018-07-11,"12:00:00",0.021,20.25,1.54,7.66,85.4,7.17,25.3,3.95,2
"28",2018-07-11 12:30:00,2018-07-11,"12:30:00",-0.008,19.977,1.45,7.75,85.9,7.14,21.04,41.37,1.82
"29",2018-07-11 13:00:00,2018-07-11,"13:00:00",-0.007,19.381,1.3,7.65,83.7,7.13,23.63,40.59,1.84
"30",2018-07-11 13:30:00,2018-07-11,"13:30:00",-0.007,18.861,1.19,7.59,82.2,7.13,18.02,42.11,1.83
"31",2018-07-11 14:00:00,2018-07-11,"14:00:00",-0.01,18.546,1.09,7.55,81.1,7.12,17.32,43.06,1.71
"32",2018-07-11 14:30:00,2018-07-11,"14:30:00",-0.01,18.222,1.03,7.47,79.8,7.12,15.77,43.36,1.78
"33",2018-07-11 15:00:00,2018-07-11,"15:00:00",0.132,18.127,1.22,7.18,76.6,7.13,14.99,43.87,1.81
"34",2018-07-11 15:30:00,2018-07-11,"15:30:00",0.393,20.782,4.53,7.06,81,7.13,15.66,41.18,2.19
"35",2018-07-11 16:00:00,2018-07-11,"16:00:00",0.672,21.247,10.21,7.15,85.6,7.26,11.66,35.38,3.62
"36",2018-07-11 16:30:00,2018-07-11,"16:30:00",0.946,20.864,12.19,7.62,91.6,7.39,20.31,27.15,5.23
"37",2018-07-11 17:00:00,2018-07-11,"17:00:00",1.273,20.452,15.75,7.79,94.9,7.55,10.25,23.81,6.65
"38",2018-07-11 17:30:00,2018-07-11,"17:30:00",1.566,20.312,19.28,7.75,96.1,7.69,9.21,19.97,8.05
"39",2018-07-11 18:00:00,2018-07-11,"18:00:00",1.818,20.36,20.89,7.72,96.7,7.75,7.48,18.14,8.74
"40",2018-07-11 18:30:00,2018-07-11,"18:30:00",1.986,20.424,22.71,7.7,97.5,7.8,6.99,16.38,8.25
"41",2018-07-11 19:00:00,2018-07-11,"19:00:00",2.097,20.349,24.76,7.73,99.1,7.88,7.14,14.06,7.89
"42",2018-07-11 19:30:00,2018-07-11,"19:30:00",2.144,20.079,25.84,7.69,98.6,7.9,6,12.86,7.4
"43",2018-07-11 20:00:00,2018-07-11,"20:00:00",2.047,20.193,24.95,7.57,96.9,7.88,5.7,14.09,6.35
"44",2018-07-11 20:30:00,2018-07-11,"20:30:00",1.86,20.267,23.97,7.42,94.4,7.83,8.28,15.43,5.99
"45",2018-07-11 21:00:00,2018-07-11,"21:00:00",1.564,20.061,21.38,7.1,88.7,7.64,5.01,21.31,5.72
"46",2018-07-11 21:30:00,2018-07-11,"21:30:00",1.254,19.733,19.06,6.73,82.4,7.48,7.71,27.08,5.08
"47",2018-07-11 22:00:00,2018-07-11,"22:00:00",0.954,19.239,18.67,6.45,78.1,7.22,6.89,30.17,4.48
"48",2018-07-11 22:30:00,2018-07-11,"22:30:00",0.657,18.275,11.72,6.19,70.5,6.92,8.95,41.19,3.81
"49",2018-07-11 23:00:00,2018-07-11,"23:00:00",0.358,17.317,8.42,6.11,66.9,6.78,36.09,43.38,3.76
"50",2018-07-11 23:30:00,2018-07-11,"23:30:00",0.132,16.584,8.43,6.51,70.3,6.77,55.43,37.62,4.82
"51",2018-07-12 00:00:00,2018-07-12,"0:00:00",0.05,16.191,8.9,6.77,72.6,6.79,62.37,38.69,4.58
"52",2018-07-12 00:30:00,2018-07-12,"0:30:00",0.024,15.944,8.64,6.87,73.3,6.8,38.71,43.93,3.75
"53",2018-07-12 01:00:00,2018-07-12,"1:00:00",0.014,15.731,8.35,6.92,73.4,6.8,26.15,46.18,3.19
"54",2018-07-12 01:30:00,2018-07-12,"1:30:00",0.009,15.571,7.96,6.95,73.3,6.8,33.9,48.09,2.94
"55",2018-07-12 02:00:00,2018-07-12,"2:00:00",0.004,15.423,7.49,7.02,73.6,6.8,25.83,48.94,2.8
"56",2018-07-12 02:30:00,2018-07-12,"2:30:00",0.001,15.331,7.02,7.08,73.8,6.8,20.68,49.65,2.7
"57",2018-07-12 03:00:00,2018-07-12,"3:00:00",-0.005,15.341,6.56,7.15,74.3,6.8,23.62,49.51,2.62
"58",2018-07-12 03:30:00,2018-07-12,"3:30:00",-0.006,15.416,6.15,7.22,75,6.81,17.35,50.17,2.53
"59",2018-07-12 04:00:00,2018-07-12,"4:00:00",-0.011,15.569,5.71,7.27,75.6,6.81,16.49,49.82,2.43
"60",2018-07-12 04:30:00,2018-07-12,"4:30:00",-0.014,15.757,5.32,7.31,76.1,6.81,15.06,49.49,2.22
"61",2018-07-12 05:00:00,2018-07-12,"5:00:00",-0.017,16.031,4.94,7.35,76.8,6.82,15.24,49.39,2.14
"62",2018-07-12 05:30:00,2018-07-12,"5:30:00",-0.018,16.366,4.61,7.38,77.5,6.83,13.59,48.74,2.08
"63",2018-07-12 06:00:00,2018-07-12,"6:00:00",0.036,16.77,4.38,7.43,78.5,6.84,11.59,49.24,2.06
"64",2018-07-12 06:30:00,2018-07-12,"6:30:00",0.383,20.517,7.8,7.7,89.5,6.96,19.23,48.03,3.04
"65",2018-07-12 07:00:00,2018-07-12,"7:00:00",0.697,20.283,7.78,7.38,85.4,7.14,14.57,37.53,2.81
"66",2018-07-12 07:30:00,2018-07-12,"7:30:00",0.983,20.297,9.96,7.27,85.2,7.2,13.69,31.64,3.54
"67",2018-07-12 08:00:00,2018-07-12,"8:00:00",1.233,20.189,18.01,7.02,86.2,7.45,11.45,22.48,4.16
"68",2018-07-12 08:30:00,2018-07-12,"8:30:00",1.36,20.279,21.49,7.05,88.4,7.59,8.53,18.55,3.85
"69",2018-07-12 09:00:00,2018-07-12,"9:00:00",1.405,20.294,23.17,7.09,89.9,7.66,7.53,16.43,4.03
"70",2018-07-12 09:30:00,2018-07-12,"9:30:00",1.329,20.303,23.31,6.87,87.2,7.62,10.83,16.38,4.27
"71",2018-07-12 10:00:00,2018-07-12,"10:00:00",1.174,20.524,21.57,7.24,91.4,7.59,8.61,19.43,3.64
"72",2018-07-12 10:30:00,2018-07-12,"10:30:00",0.965,20.9,18.16,7.57,94.3,7.5,6.11,23.97,4.04
"73",2018-07-12 11:00:00,2018-07-12,"11:00:00",0.745,21.657,11.34,7.96,96.6,7.28,6.16,35.19,3.19
"74",2018-07-12 11:30:00,2018-07-12,"11:30:00",0.51,21.057,7.81,7.7,90.5,7.04,5.34,41.51,2.44
"75",2018-07-12 12:00:00,2018-07-12,"12:00:00",0.276,20.386,4.66,7.27,82.8,6.9,8.12,42.25,1.69
"76",2018-07-12 12:30:00,2018-07-12,"12:30:00",0.083,19.902,3.31,7.01,78.5,6.93,13.82,42.26,1.69
"77",2018-07-12 13:00:00,2018-07-12,"13:00:00",-0.007,19.622,3.33,7.08,78.9,6.98,15.65,42.81,1.75
"78",2018-07-12 13:30:00,2018-07-12,"13:30:00",-0.034,19.119,3.33,7.2,79.4,7.04,16.89,43.34,1.67
"79",2018-07-12 14:00:00,2018-07-12,"14:00:00",-0.042,18.779,3.12,7.15,78.2,7.04,16.05,43.92,1.59
"80",2018-07-12 14:30:00,2018-07-12,"14:30:00",-0.033,18.423,2.83,7.12,77.2,7.04,14.49,43.77,1.47
"81",2018-07-12 15:00:00,2018-07-12,"15:00:00",-0.033,18.075,2.56,7.1,76.2,7.05,13.35,43.92,1.55
"82",2018-07-12 15:30:00,2018-07-12,"15:30:00",-0.032,17.737,2.38,7.09,75.5,7.06,99.46,29.15,4.08
"83",2018-07-12 16:00:00,2018-07-12,"16:00:00",0.102,17.517,2.72,6.85,72.8,7.07,23.24,42.68,1.78
"84",2018-07-12 16:30:00,2018-07-12,"16:30:00",0.405,19.551,7.02,6.47,73.6,7.07,16.66,42.39,2.8
"85",2018-07-12 17:00:00,2018-07-12,"17:00:00",0.707,20.351,11.79,6.79,80.6,7.22,15.02,37.54,4.58
"86",2018-07-12 17:30:00,2018-07-12,"17:30:00",1.018,20.229,15.03,7.32,88.4,7.43,16.92,27.15,7.17
"87",2018-07-12 18:00:00,2018-07-12,"18:00:00",1.361,20.279,18.6,7.37,91,7.57,12.16,22.14,8.64
"88",2018-07-12 18:30:00,2018-07-12,"18:30:00",1.654,20.372,20.87,7.37,92.3,7.67,9.47,19.68,8.83
"89",2018-07-12 19:00:00,2018-07-12,"19:00:00",1.878,20.343,22.59,7.29,92.2,7.72,7.76,17.79,8.98
"90",2018-07-12 19:30:00,2018-07-12,"19:30:00",2.029,20.191,24.68,7.3,93.2,7.79,7.7,15.18,7.65
"91",2018-07-12 20:00:00,2018-07-12,"20:00:00",2.138,19.778,26.3,7.33,93.7,7.85,7.95,12.88,7.22
"92",2018-07-12 20:30:00,2018-07-12,"20:30:00",2.181,19.327,27.17,7.27,92.6,7.86,6.73,11.09,6.98
"93",2018-07-12 21:00:00,2018-07-12,"21:00:00",2.1,19.407,26.99,7.15,91.2,7.85,7.27,11.56,5.84
"94",2018-07-12 21:30:00,2018-07-12,"21:30:00",1.895,19.751,25.26,7,89,7.78,5.99,15.23,5.81
"95",2018-07-12 22:00:00,2018-07-12,"22:00:00",1.584,19.707,23.15,6.69,83.8,7.55,5.52,20.51,5.47
"96",2018-07-12 22:30:00,2018-07-12,"22:30:00",1.259,19.409,20.36,6.42,78.7,7.37,6.38,26.19,5.33
"97",2018-07-12 23:00:00,2018-07-12,"23:00:00",0.946,18.749,17.54,6.18,73.6,7.12,6.16,35.15,4.65
"98",2018-07-12 23:30:00,2018-07-12,"23:30:00",0.639,18.017,13.05,5.97,68.2,6.87,10.29,41.72,4.01
"99",2018-07-13 00:00:00,2018-07-13,"0:00:00",0.332,17.273,10.91,6.02,66.9,6.72,30.95,42.08,4.39
"100",2018-07-13 00:30:00,2018-07-13,"0:30:00",0.134,16.796,11.31,6.4,70.7,6.73,67.39,37.41,4.92
"101",2018-07-13 01:00:00,2018-07-13,"1:00:00",0.072,16.598,11.63,6.57,72.3,6.75,69.54,40.03,4.37
"102",2018-07-13 01:30:00,2018-07-13,"1:30:00",0.049,16.499,11.28,6.65,72.9,6.75,57.75,43.38,3.7
"103",2018-07-13 02:00:00,2018-07-13,"2:00:00",0.036,16.436,10.95,6.73,73.5,6.76,38.95,45.61,3.42
"104",2018-07-13 02:30:00,2018-07-13,"2:30:00",0.027,16.382,10.55,6.76,73.6,6.75,25.13,47.02,3.14
"105",2018-07-13 03:00:00,2018-07-13,"3:00:00",0.02,16.387,10.08,6.84,74.3,6.75,22.53,48.2,2.9
"106",2018-07-13 03:30:00,2018-07-13,"3:30:00",0.015,16.415,9.58,6.93,75,6.74,18.35,49.21,2.62
"107",2018-07-13 04:00:00,2018-07-13,"4:00:00",0.011,16.503,9.08,7.04,76.2,6.74,15,49.42,2.38
"108",2018-07-13 04:30:00,2018-07-13,"4:30:00",0.008,16.555,8.58,7.14,77.1,6.74,14.58,49.14,2.39
"109",2018-07-13 05:00:00,2018-07-13,"5:00:00",0.003,16.639,8.07,7.17,77.3,6.74,11.88,49.33,2.04
"110",2018-07-13 05:30:00,2018-07-13,"5:30:00",-0.002,16.801,7.63,7.2,77.7,6.75,12.4,49.1,1.89
"111",2018-07-13 06:00:00,2018-07-13,"6:00:00",-0.005,17.043,7.25,7.25,78.5,6.75,10.72,48.79,1.82
"112",2018-07-13 06:30:00,2018-07-13,"6:30:00",-0.004,17.424,6.87,7.34,79.9,6.76,11.44,48.25,1.92
"113",2018-07-13 07:00:00,2018-07-13,"7:00:00",0.191,18.87,8.2,7.25,81.8,6.81,8.56,49.73,1.93
"114",2018-07-13 07:30:00,2018-07-13,"7:30:00",0.538,22.198,11.33,7.35,90.1,7.03,14.38,46.44,2.7
"115",2018-07-13 08:00:00,2018-07-13,"8:00:00",0.859,21.122,9.94,7.21,86,7.17,16.41,32.69,3.37
"116",2018-07-13 08:30:00,2018-07-13,"8:30:00",1.169,20.7,15.61,6.96,85,7.33,13.72,26.41,4.21
"117",2018-07-13 09:00:00,2018-07-13,"9:00:00",1.406,20.272,22.66,6.85,86.6,7.59,10.77,17.6,4.74
"118",2018-07-13 09:30:00,2018-07-13,"9:30:00",1.516,20.156,24.48,6.83,87,7.66,9.66,15.56,4.67
"119",2018-07-13 10:00:00,2018-07-13,"10:00:00",1.528,20.105,25.18,6.83,87.3,7.67,9.9,14.65,4.51
"120",2018-07-13 10:30:00,2018-07-13,"10:30:00",1.469,20.057,25.58,6.78,86.7,7.68,6.8,14.33,4.56
"121",2018-07-13 11:00:00,2018-07-13,"11:00:00",1.272,20.598,23.09,7.12,90.7,7.61,5.75,18.69,3.82
"122",2018-07-13 11:30:00,2018-07-13,"11:30:00",1.032,21.226,18.76,7.45,93.6,7.5,5.49,24.86,4.19
"123",2018-07-13 12:00:00,2018-07-13,"12:00:00",0.788,21.543,13.4,7.56,92.6,7.26,5.36,34.67,4.16
"124",2018-07-13 12:30:00,2018-07-13,"12:30:00",0.532,20.896,9.88,7.32,86.9,7,6.01,40.69,2.56
"125",2018-07-13 13:00:00,2018-07-13,"13:00:00",0.29,19.952,6.34,6.95,79.2,6.85,7.68,41.87,1.77
"126",2018-07-13 13:30:00,2018-07-13,"13:30:00",0.1,19.229,4.64,6.81,75.8,6.89,11.57,41.85,1.6
"127",2018-07-13 14:00:00,2018-07-13,"14:00:00",0.013,18.815,4.81,6.85,75.7,6.92,12.51,43.21,1.61
"128",2018-07-13 14:30:00,2018-07-13,"14:30:00",-0.01,18.408,4.91,6.92,75.9,6.95,13.83,43.2,1.67
"129",2018-07-13 15:00:00,2018-07-13,"15:00:00",-0.018,18.032,4.72,6.97,75.8,6.96,11.29,44.51,1.44
"130",2018-07-13 15:30:00,2018-07-13,"15:30:00",-0.02,17.69,4.38,6.99,75.3,6.96,11.15,44.73,1.46
"131",2018-07-13 16:00:00,2018-07-13,"16:00:00",-0.02,17.454,3.98,7.03,75.2,6.97,10.54,44.17,1.33
"132",2018-07-13 16:30:00,2018-07-13,"16:30:00",-0.019,17.253,3.67,7.03,74.8,6.97,10.23,43.43,1.42
"133",2018-07-13 17:00:00,2018-07-13,"17:00:00",0.158,16.896,4.65,6.77,71.9,7,13.37,45.89,1.57
"134",2018-07-13 17:30:00,2018-07-13,"17:30:00",0.482,18.269,8.23,6.24,69.6,7.01,22.95,42.45,2.96
"135",2018-07-13 18:00:00,2018-07-13,"18:00:00",0.784,19.14,13.21,6.63,77.6,7.18,15.01,36.46,5.48
"136",2018-07-13 18:30:00,2018-07-13,"18:30:00",1.102,19.438,17.02,7.02,84.5,7.41,15.75,26.23,8.18
"137",2018-07-13 19:00:00,2018-07-13,"19:00:00",1.461,19.579,20.26,7.06,86.8,7.55,12.67,21,9.09
"138",2018-07-13 19:30:00,2018-07-13,"19:30:00",1.766,19.506,22.61,7,87.1,7.64,10.82,18.39,8.4
"139",2018-07-13 20:00:00,2018-07-13,"20:00:00",1.98,19.262,24.66,6.95,87.2,7.7,9.19,16.05,8.64
"140",2018-07-13 20:30:00,2018-07-13,"20:30:00",2.127,18.777,26.68,6.96,87.6,7.77,9.9,12.9,6.91
"141",2018-07-13 21:00:00,2018-07-13,"21:00:00",2.222,18.166,28.05,6.92,86.8,7.81,9.8,10.49,6.74
"142",2018-07-13 21:30:00,2018-07-13,"21:30:00",2.241,17.751,28.59,6.85,85.4,7.81,8.91,10.09,6.73
"143",2018-07-13 22:00:00,2018-07-13,"22:00:00",2.131,18.159,27.71,6.81,85.2,7.79,9.99,11.28,5.37
"144",2018-07-13 22:30:00,2018-07-13,"22:30:00",1.902,18.387,26.81,6.63,82.8,7.73,7.95,14.1,4.94
"145",2018-07-13 23:00:00,2018-07-13,"23:00:00",1.563,18.553,24.08,6.34,78.3,7.47,5.29,21.49,5.32
"146",2018-07-13 23:30:00,2018-07-13,"23:30:00",1.23,18.241,22.17,6.11,74,7.33,6.45,27.03,4.88
"147",2018-07-14 00:00:00,2018-07-14,"0:00:00",0.923,17.645,17.52,6.03,70.3,7,6.26,37.09,4.4
"148",2018-07-14 00:30:00,2018-07-14,"0:30:00",0.614,17.015,13.91,5.96,67.1,6.8,14.08,41.18,4.07
"149",2018-07-14 01:00:00,2018-07-14,"1:00:00",0.321,16.363,12.42,6.18,68.1,6.7,35.83,40.06,4.18
"150",2018-07-14 01:30:00,2018-07-14,"1:30:00",0.161,15.967,12.91,6.51,71.3,6.71,60.31,35.98,4.86
"151",2018-07-14 02:00:00,2018-07-14,"2:00:00",0.108,15.767,12.77,6.65,72.4,6.73,54.24,39.54,4.11
"152",2018-07-14 02:30:00,2018-07-14,"2:30:00",0.083,15.65,12.4,6.76,73.3,6.73,37.32,42.5,3.55
"153",2018-07-14 03:00:00,2018-07-14,"3:00:00",0.068,15.621,11.88,6.82,73.7,6.73,28.44,44.98,3.16
"154",2018-07-14 03:30:00,2018-07-14,"3:30:00",0.057,15.65,11.49,6.94,74.8,6.74,23.7,45.94,2.92
"155",2018-07-14 04:00:00,2018-07-14,"4:00:00",0.047,15.731,10.95,7,75.4,6.73,19.83,46.72,2.82
"156",2018-07-14 04:30:00,2018-07-14,"4:30:00",0.04,15.842,10.44,7.08,76.2,6.73,15.63,47.84,2.42
"157",2018-07-14 05:00:00,2018-07-14,"5:00:00",0.034,16,9.95,7.16,77,6.72,14.62,47.91,2.21
"158",2018-07-14 05:30:00,2018-07-14,"5:30:00",0.026,16.197,9.46,7.2,77.6,6.72,11.22,47.72,2.04
"159",2018-07-14 06:00:00,2018-07-14,"6:00:00",0.022,16.492,8.96,7.31,79,6.73,10.72,47.28,2.04
"160",2018-07-14 06:30:00,2018-07-14,"6:30:00",0.018,16.894,8.5,7.4,80.4,6.73,11.21,46.58,2.02
"161",2018-07-14 07:00:00,2018-07-14,"7:00:00",0.013,17.374,8.07,7.46,81.7,6.73,9.42,46.16,1.8
"162",2018-07-14 07:30:00,2018-07-14,"7:30:00",0.087,18.623,7.89,7.48,83.8,6.76,9.17,45.29,1.44
"163",2018-07-14 08:00:00,2018-07-14,"8:00:00",0.443,22.192,12.19,7.66,94.4,6.89,14.14,44.78,2.43
"164",2018-07-14 08:30:00,2018-07-14,"8:30:00",0.786,21.612,10.58,7.36,88.8,7.13,15.16,34.27,3.04
"165",2018-07-14 09:00:00,2018-07-14,"9:00:00",1.122,20.753,13.98,7.09,85.8,7.23,13.57,28.89,4.42
"166",2018-07-14 09:30:00,2018-07-14,"9:30:00",1.434,19.949,22.88,6.76,85.1,7.53,12.97,18.11,5.16
"167",2018-07-14 10:00:00,2018-07-14,"10:00:00",1.626,19.576,25.76,6.7,85.1,7.63,10.3,14.15,4.98
"168",2018-07-14 10:30:00,2018-07-14,"10:30:00",1.705,19.357,26.87,6.7,85.3,7.68,8.35,12.74,5.07
"169",2018-07-14 11:00:00,2018-07-14,"11:00:00",1.659,19.313,27,6.55,83.4,7.65,8.16,12.72,4.19
"170",2018-07-14 11:30:00,2018-07-14,"11:30:00",1.53,19.691,26.15,6.8,86.7,7.64,7.9,14.25,4.08
"171",2018-07-14 12:00:00,2018-07-14,"12:00:00",1.285,20.216,23.75,6.91,87.8,7.57,7.94,18.16,4.53
"172",2018-07-14 12:30:00,2018-07-14,"12:30:00",1.022,20.889,19.48,7.12,89.4,7.42,8.27,24.74,5.2
"173",2018-07-14 13:00:00,2018-07-14,"13:00:00",0.761,21.106,14.84,7.14,87.6,7.2,5.39,33.4,4.49
"174",2018-07-14 13:30:00,2018-07-14,"13:30:00",0.496,20.571,11.12,6.89,81.9,6.96,5.62,38.1,2.68
"175",2018-07-14 14:00:00,2018-07-14,"14:00:00",0.248,19.905,7.73,6.56,75.4,6.83,7.32,40.63,1.87
"176",2018-07-14 14:30:00,2018-07-14,"14:30:00",0.063,19.372,6.13,6.52,73.4,6.85,10.89,41.43,1.71
"177",2018-07-14 15:00:00,2018-07-14,"15:00:00",-0.013,19.086,6.23,6.51,73,6.87,9.57,42.64,1.52
"178",2018-07-14 15:30:00,2018-07-14,"15:30:00",-0.033,18.708,6.1,6.61,73.5,6.91,10.71,43.45,1.49
"179",2018-07-14 16:00:00,2018-07-14,"16:00:00",-0.041,18.413,5.82,6.65,73.3,6.92,9.53,43.64,1.43
"180",2018-07-14 16:30:00,2018-07-14,"16:30:00",-0.044,18.172,5.71,6.63,72.7,6.92,10.09,43.96,1.44
"181",2018-07-14 17:00:00,2018-07-14,"17:00:00",-0.033,17.966,5.54,6.63,72.3,6.91,21.72,40.37,1.71
"182",2018-07-14 17:30:00,2018-07-14,"17:30:00",-0.033,17.743,5.22,6.68,72.4,6.91,11.44,42.33,1.44
"183",2018-07-14 18:00:00,2018-07-14,"18:00:00",0.21,17.383,6.97,6.2,67.5,6.96,20.71,44,1.92
"184",2018-07-14 18:30:00,2018-07-14,"18:30:00",0.529,18.659,10.59,5.77,65.8,6.97,17.47,40.03,3.71
"185",2018-07-14 19:00:00,2018-07-14,"19:00:00",0.82,19.22,15.11,6.17,73.1,7.13,13.5,32.62,6.04
"186",2018-07-14 19:30:00,2018-07-14,"19:30:00",1.163,19.366,18.6,6.74,81.7,7.36,16.2,24.04,8.76
"187",2018-07-14 20:00:00,2018-07-14,"20:00:00",1.516,19.365,21.37,6.8,83.9,7.49,13.76,20.68,8.55
"188",2018-07-14 20:30:00,2018-07-14,"20:30:00",1.79,19.212,23.46,6.73,83.7,7.56,10.01,18.3,8.08
"189",2018-07-14 21:00:00,2018-07-14,"21:00:00",1.988,18.871,25.8,6.74,84.5,7.65,8.82,15.21,6.87
"190",2018-07-14 21:30:00,2018-07-14,"21:30:00",2.133,18.298,27.59,6.81,85.3,7.73,8.56,12.58,5.88
"191",2018-07-14 22:00:00,2018-07-14,"22:00:00",2.203,17.633,28.79,6.74,84,7.76,8.76,10.4,5.67
"192",2018-07-14 22:30:00,2018-07-14,"22:30:00",2.192,17.382,29.06,6.63,82.4,7.76,5.77,9.89,5.8
"193",2018-07-14 23:00:00,2018-07-14,"23:00:00",2.045,17.641,28.58,6.63,82.5,7.75,8.95,11.22,4.56
"194",2018-07-14 23:30:00,2018-07-14,"23:30:00",1.783,18.24,25.99,6.39,79.2,7.57,10.02,17.35,4.71
"195",2018-07-15 00:00:00,2018-07-15,"0:00:00",1.44,18.252,23.49,6.13,74.9,7.4,6.21,23.59,4.74
"196",2018-07-15 00:30:00,2018-07-15,"0:30:00",1.107,17.894,22.96,5.89,71.3,7.25,5.95,27.35,4.14
"197",2018-07-15 01:00:00,2018-07-15,"1:00:00",0.801,17.378,18.53,5.85,68.2,6.92,6.77,35.45,3.6
"198",2018-07-15 01:30:00,2018-07-15,"1:30:00",0.488,16.741,14.29,5.89,66.1,6.76,14.83,39.47,3.58
"199",2018-07-15 02:00:00,2018-07-15,"2:00:00",0.215,16.192,13.27,6.28,69.2,6.7,42.71,36.45,4.42
"200",2018-07-15 02:30:00,2018-07-15,"2:30:00",0.098,15.962,13.71,6.55,72.1,6.72,59.38,36.38,4.02
"201",2018-07-15 03:00:00,2018-07-15,"3:00:00",0.056,15.873,13.58,6.7,73.6,6.73,42.63,38.77,3.81
"202",2018-07-15 03:30:00,2018-07-15,"3:30:00",0.036,15.875,13.05,6.8,74.3,6.73,33.74,41.02,3.3
"203",2018-07-15 04:00:00,2018-07-15,"4:00:00",0.021,15.967,12.6,6.88,75.2,6.73,25.93,42.46,2.87
"204",2018-07-15 04:30:00,2018-07-15,"4:30:00",0.01,16.141,12.15,6.95,76,6.73,24,43.16,2.76
"205",2018-07-15 05:00:00,2018-07-15,"5:00:00",0,16.333,11.56,6.97,76.3,6.72,18.04,44.48,2.27
"206",2018-07-15 05:30:00,2018-07-15,"5:30:00",-0.007,16.597,11.07,7.05,77.3,6.71,15.19,44.1,2.06
"207",2018-07-15 06:00:00,2018-07-15,"6:00:00",-0.015,16.942,10.54,7.11,78.4,6.71,12.55,44.25,1.92
"208",2018-07-15 06:30:00,2018-07-15,"6:30:00",-0.021,17.374,10.02,7.18,79.5,6.71,11.13,44.28,1.89
"209",2018-07-15 07:00:00,2018-07-15,"7:00:00",-0.026,17.93,9.54,7.25,81,6.71,9.71,43.6,1.8
"210",2018-07-15 07:30:00,2018-07-15,"7:30:00",-0.031,18.743,9.08,7.39,83.7,6.71,8.75,42.32,1.43
"211",2018-07-15 08:00:00,2018-07-15,"8:00:00",-0.024,19.642,8.59,7.42,85.3,6.73,8.54,41.69,1.31
"212",2018-07-15 08:30:00,2018-07-15,"8:30:00",0.303,22.845,12.02,7.29,90.8,6.8,12.92,42.14,1.87
"213",2018-07-15 09:00:00,2018-07-15,"9:00:00",0.668,23.784,11.89,7.36,93.2,7.09,13.36,36.44,2.54
"214",2018-07-15 09:30:00,2018-07-15,"9:30:00",1.014,21.69,13.45,7.1,87.3,7.18,14.48,28.86,4.41
"215",2018-07-15 10:00:00,2018-07-15,"10:00:00",1.361,20.609,21.19,6.81,85.8,7.43,12.15,20.44,5.13
"216",2018-07-15 10:30:00,2018-07-15,"10:30:00",1.605,19.836,25.98,6.74,86.1,7.6,10.32,14.16,5.16
"217",2018-07-15 11:00:00,2018-07-15,"11:00:00",1.742,19.55,27.32,6.8,87.1,7.66,8.88,12.42,5.14
"218",2018-07-15 11:30:00,2018-07-15,"11:30:00",1.747,19.466,27.64,6.52,83.6,7.65,8.7,11.96,5.38
"219",2018-07-15 12:00:00,2018-07-15,"12:00:00",1.67,19.761,27.01,6.79,87.1,7.65,6.39,13.3,4.14
"220",2018-07-15 12:30:00,2018-07-15,"12:30:00",1.457,20.108,25.85,6.69,85.8,7.61,6.35,15.6,4.15
"221",2018-07-15 13:00:00,2018-07-15,"13:00:00",1.198,20.622,23.49,6.78,86.6,7.52,6.52,19.29,4.78
"222",2018-07-15 13:30:00,2018-07-15,"13:30:00",0.938,21.224,19.08,6.8,85.6,7.33,7.22,26.02,5.91
"223",2018-07-15 14:00:00,2018-07-15,"14:00:00",0.677,21.361,15.25,6.68,82.4,7.1,4.89,32.88,4.33
"224",2018-07-15 14:30:00,2018-07-15,"14:30:00",0.413,20.843,11.4,6.41,76.6,6.89,6.62,36.62,2.73
"225",2018-07-15 15:00:00,2018-07-15,"15:00:00",0.168,20.106,7.6,6.23,71.9,6.81,8.15,39.43,1.74
"226",2018-07-15 15:30:00,2018-07-15,"15:30:00",0.016,19.44,6.53,6.33,71.6,6.86,13.2,39.76,1.63
"227",2018-07-15 16:00:00,2018-07-15,"16:00:00",-0.035,18.986,6.49,6.43,72.1,6.9,12.13,40.65,1.54
"228",2018-07-15 16:30:00,2018-07-15,"16:30:00",-0.05,18.603,6.21,6.51,72.2,6.91,10.47,41.42,1.48
"229",2018-07-15 17:00:00,2018-07-15,"17:00:00",-0.053,18.277,5.84,6.56,72.2,6.92,12.16,41.46,1.5
"230",2018-07-15 17:30:00,2018-07-15,"17:30:00",-0.054,17.987,5.53,6.62,72.2,6.93,11.92,41.35,1.47
"231",2018-07-15 18:00:00,2018-07-15,"18:00:00",-0.054,17.754,5.24,6.66,72.2,6.92,13.41,40.59,1.39
"232",2018-07-15 18:30:00,2018-07-15,"18:30:00",-0.053,17.479,4.95,6.73,72.4,6.93,13.81,40.22,1.44
"233",2018-07-15 19:00:00,2018-07-15,"19:00:00",0.174,17.194,6.42,6.33,68.3,6.97,16.14,42.38,1.64
"234",2018-07-15 19:30:00,2018-07-15,"19:30:00",0.475,18.097,10.29,5.56,62.6,6.96,15.73,40.82,2.89
"235",2018-07-15 20:00:00,2018-07-15,"20:00:00",0.768,18.83,14.42,5.88,68.8,7.09,15.48,33.58,5.77
"236",2018-07-15 20:30:00,2018-07-15,"20:30:00",1.084,19.254,17.92,6.46,77.8,7.29,14.81,26.12,8.24
