"","datetime","date","time","depth.m","temp.c","sal.pss","do.mgl","do.sat","ph","turbidity.fnu","fdom.qsu","chlorophyll.ugl"
"4539",2018-12-15 06:00:00,2018-12-15,"6:00:00",0.777,7.29,1.7,0.12,1,6.61,7535.08,3.38,20.72
"4540",2018-12-15 06:30:00,2018-12-15,"6:30:00",0.635,7.258,1.57,4.12,34.5,6.66,233.05,-0.06,6.02
"4541",2018-12-15 07:00:00,2018-12-15,"7:00:00",0.538,7.23,1.54,2.02,16.9,6.65,999.94,1,9.07
"4542",2018-12-15 07:30:00,2018-12-15,"7:30:00",0.408,7.22,1.53,1.32,11,6.65,2148.54,1.22,9.14
"4543",2018-12-15 08:00:00,2018-12-15,"8:00:00",0.288,7.28,1.41,1.99,16.6,6.73,289.93,0.27,5.5
"4544",2018-12-15 08:30:00,2018-12-15,"8:30:00",0.224,7.361,1.41,0.26,2.1,6.69,5139.86,2.56,19.58
"4545",2018-12-15 09:00:00,2018-12-15,"9:00:00",0.253,7.37,1.42,0.12,1,6.69,5074.77,3.38,22.26
"4546",2018-12-15 09:30:00,2018-12-15,"9:30:00",0.293,7.368,1.23,2.89,24.2,6.77,361.34,0.1,6.8
"4547",2018-12-15 10:00:00,2018-12-15,"10:00:00",0.323,7.408,1.25,1.15,9.7,6.72,4161.28,1.99,13.44
"4548",2018-12-15 10:30:00,2018-12-15,"10:30:00",0.364,7.351,1.27,0.56,4.7,6.71,3909.78,2.59,14.92
"4549",2018-12-15 11:00:00,2018-12-15,"11:00:00",0.473,7.363,1.17,3.66,30.6,6.8,575.35,0.43,7.51
"4550",2018-12-15 11:30:00,2018-12-15,"11:30:00",0.616,7.384,1.17,1.28,10.8,6.73,4186.57,2.26,14.4
"4551",2018-12-15 12:00:00,2018-12-15,"12:00:00",0.711,7.398,1.18,9.41,78.9,6.73,3989.58,5.26,34.94
"4552",2018-12-15 12:30:00,2018-12-15,"12:30:00",0.859,7.406,1.22,7.76,65.1,6.74,784.49,0.15,11.79
"4553",2018-12-15 13:00:00,2018-12-15,"13:00:00",0.974,7.431,1.22,9.4,78.9,6.71,3389.18,5.5,28.64
"4554",2018-12-15 13:30:00,2018-12-15,"13:30:00",1.058,7.432,1.24,9.46,79.4,6.7,3018.71,8.84,21.4
"4555",2018-12-15 14:00:00,2018-12-15,"14:00:00",1.071,7.448,1.38,4.16,35,6.68,817.23,0.33,8.47
"4556",2018-12-15 14:30:00,2018-12-15,"14:30:00",1.159,7.483,1.45,8.79,74,6.67,17546.77,7.89,30.27
"4557",2018-12-15 15:00:00,2018-12-15,"15:00:00",1.137,7.444,1.5,9.39,79,6.66,17002.41,9.62,27.61
"4558",2018-12-15 15:30:00,2018-12-15,"15:30:00",1.088,7.389,1.41,4.75,39.9,6.68,789.03,0.46,11.63
"4559",2018-12-15 16:00:00,2018-12-15,"16:00:00",0.941,7.366,1.41,3.89,32.6,6.65,4326.65,6.89,28.68
"4560",2018-12-15 16:30:00,2018-12-15,"16:30:00",0.836,7.335,1.42,6.38,53.5,6.65,4209.93,8.87,28.39
"4561",2018-12-15 17:00:00,2018-12-15,"17:00:00",0.701,7.213,1.2,4.19,35,6.78,595.15,0.21,6.45
"4562",2018-12-15 17:30:00,2018-12-15,"17:30:00",0.499,7.17,1.16,1.54,12.8,6.7,8326.44,4.08,29.76
"4563",2018-12-15 18:00:00,2018-12-15,"18:00:00",0.339,7.116,1.15,0.77,6.4,6.69,7004.05,5.46,31.51
"4564",2018-12-15 18:30:00,2018-12-15,"18:30:00",0.184,7.14,0.93,3.81,31.7,6.84,856.51,0.28,6.39
"4565",2018-12-15 19:00:00,2018-12-15,"19:00:00",0.091,7.178,0.95,1.94,16.2,6.75,2953.6,3.82,12.47
"4566",2018-12-15 19:30:00,2018-12-15,"19:30:00",-0.012,7.18,0.94,0.89,7.4,6.74,4216.73,2.95,16
"4567",2018-12-15 20:00:00,2018-12-15,"20:00:00",-0.062,7.162,0.74,8.47,70.4,6.89,1360.87,0.78,14.37
"4568",2018-12-15 20:30:00,2018-12-15,"20:30:00",-0.085,7.178,0.8,3.1,25.8,6.78,2838.25,2.18,9.23
"4569",2018-12-15 21:00:00,2018-12-15,"21:00:00",-0.086,7.197,0.8,10.02,83.4,6.69,10333.66,5.36,16.9
"4570",2018-12-15 21:30:00,2018-12-15,"21:30:00",-0.089,7.234,0.73,5.27,43.9,6.86,523.68,0.19,8.49
"4571",2018-12-15 22:00:00,2018-12-15,"22:00:00",-0.067,7.247,0.75,1.9,15.8,6.79,3085.24,2.33,10.49
"4572",2018-12-15 22:30:00,2018-12-15,"22:30:00",0.063,7.309,0.76,1.18,9.8,6.79,3244.7,2.72,9.73
"4573",2018-12-15 23:00:00,2018-12-15,"23:00:00",0.223,7.33,0.71,2.92,24.4,6.85,610.63,0.41,6.55
"4574",2018-12-15 23:30:00,2018-12-15,"23:30:00",0.39,7.329,0.74,2.82,23.6,6.79,2524.22,7.88,33.64
"4575",2018-12-16 00:00:00,2018-12-16,"0:00:00",0.581,7.305,0.74,8.87,74,6.77,3990.91,9.82,35.07
"4576",2018-12-16 00:30:00,2018-12-16,"0:30:00",0.78,7.281,1.03,9.66,80.7,6.72,1587.26,6.79,14.9
"4577",2018-12-16 01:00:00,2018-12-16,"1:00:00",0.98,7.396,1.38,9.79,82.2,6.74,14903.86,12.89,28.56
"4578",2018-12-16 01:30:00,2018-12-16,"1:30:00",1.164,7.523,1.54,9.98,84.1,6.8,12638.65,12.32,16.58
"4579",2018-12-16 02:00:00,2018-12-16,"2:00:00",1.344,7.636,2.05,7.28,61.7,6.61,1219.18,0.65,11.01
"4580",2018-12-16 02:30:00,2018-12-16,"2:30:00",1.508,7.703,2.36,10.13,86.2,6.95,14143.85,6.57,18.93
"4581",2018-12-16 03:00:00,2018-12-16,"3:00:00",1.646,7.785,2.6,10.18,87,7.08,15375.55,5.67,21.55
"4582",2018-12-16 03:30:00,2018-12-16,"3:30:00",1.717,7.848,3.39,9.9,85.2,6.61,1540.07,0.52,14.62
"4583",2018-12-16 04:00:00,2018-12-16,"4:00:00",1.704,7.882,4.19,10.12,87.5,7.19,13170.36,5.57,46.17
"4584",2018-12-16 04:30:00,2018-12-16,"4:30:00",1.67,7.898,4.43,10.07,87.3,7.2,11496.71,5.8,44.69
"4585",2018-12-16 05:00:00,2018-12-16,"5:00:00",1.548,7.809,2.43,8.3,70.8,6.62,605.18,0.54,12.05
"4586",2018-12-16 05:30:00,2018-12-16,"5:30:00",1.468,7.894,2.38,10.14,86.8,7.22,16179.06,5.25,14.31
"4587",2018-12-16 06:00:00,2018-12-16,"6:00:00",1.275,7.69,2.37,9.91,84.4,6.93,15777.06,6.78,52.13
"4588",2018-12-16 06:30:00,2018-12-16,"6:30:00",1.105,7.667,2.6,9.24,78.7,6.73,172.38,0.95,20.02
"4589",2018-12-16 07:00:00,2018-12-16,"7:00:00",0.95,7.67,2.57,9.7,82.6,6.66,150.68,2.42,26.47
"4590",2018-12-16 07:30:00,2018-12-16,"7:30:00",0.757,7.728,2.56,9.69,82.6,6.81,165.82,2.48,32.29
"4591",2018-12-16 08:00:00,2018-12-16,"8:00:00",0.582,7.833,2.19,9.49,81,6.69,4294.95,1.15,29.43
"4592",2018-12-16 08:30:00,2018-12-16,"8:30:00",0.459,7.919,2.18,9.47,81,6.67,3717.89,1.97,31.06
"4593",2018-12-16 09:00:00,2018-12-16,"9:00:00",0.333,8.017,2.17,9.62,82.4,6.66,3626.06,2.29,31.44
"4594",2018-12-16 09:30:00,2018-12-16,"9:30:00",0.241,8.097,1.69,9.74,83.3,6.68,981.1,0.06,27.37
"4595",2018-12-16 10:00:00,2018-12-16,"10:00:00",0.19,8.141,1.7,9.77,83.7,6.66,983.78,0.25,35.73
"4596",2018-12-16 10:30:00,2018-12-16,"10:30:00",0.2,8.175,1.69,9.78,83.8,6.66,1017.64,0.25,34.69
"4597",2018-12-16 11:00:00,2018-12-16,"11:00:00",0.268,8.2,1.51,8.27,70.9,6.61,208.22,0.88,13.77
"4598",2018-12-16 11:30:00,2018-12-16,"11:30:00",0.313,8.224,1.53,9.54,81.8,6.56,1690.89,15.2,33.59
"4599",2018-12-16 12:00:00,2018-12-16,"12:00:00",0.483,8.241,1.53,9.62,82.6,6.6,1982.95,18.29,34.31
"4600",2018-12-16 12:30:00,2018-12-16,"12:30:00",0.65,8.276,1.19,9.67,82.8,6.61,385.85,34.2,5.14
"4601",2018-12-16 13:00:00,2018-12-16,"13:00:00",0.719,8.3,1.17,9.78,83.8,6.64,11189.61,43.27,6.53
"4602",2018-12-16 13:30:00,2018-12-16,"13:30:00",0.894,8.355,1.16,9.73,83.4,6.62,16715.85,43.7,5.13
"4603",2018-12-16 14:00:00,2018-12-16,"14:00:00",1.068,8.321,1.14,9.09,77.9,6.78,3706.12,9.57,21.83
"4604",2018-12-16 14:30:00,2018-12-16,"14:30:00",1.208,8.27,1.12,9.62,82.4,6.65,1125.13,9.21,19.45
"4605",2018-12-16 15:00:00,2018-12-16,"15:00:00",1.231,8.301,1.1,9.61,82.4,6.64,1086.68,10.53,17.18
"4606",2018-12-16 15:30:00,2018-12-16,"15:30:00",1.269,8.328,0.99,9.64,82.6,6.63,482.11,0.74,18.41
"4607",2018-12-16 16:00:00,2018-12-16,"16:00:00",1.226,8.327,1,9.66,82.8,6.61,510.52,2.12,25.06
"4608",2018-12-16 16:30:00,2018-12-16,"16:30:00",1.154,8.328,1,9.59,82.1,6.59,493.94,1.87,29.76
"4609",2018-12-16 17:00:00,2018-12-16,"17:00:00",1.126,8.334,0.92,9.53,81.6,6.71,373.09,1.14,21.89
"4610",2018-12-16 17:30:00,2018-12-16,"17:30:00",1.045,8.346,0.93,9.14,78.3,6.68,375.86,1.7,14.7
"4611",2018-12-16 18:00:00,2018-12-16,"18:00:00",0.896,8.373,0.93,9.38,80.4,6.64,377.94,1.88,9.9
"4612",2018-12-16 18:30:00,2018-12-16,"18:30:00",0.793,8.382,0.82,9.23,79.1,6.64,503.68,0.96,7.4
"4613",2018-12-16 19:00:00,2018-12-16,"19:00:00",0.668,8.402,0.83,9.36,80.2,6.63,382.54,1.33,9.2
"4614",2018-12-16 19:30:00,2018-12-16,"19:30:00",0.534,8.412,0.83,8.47,72.6,6.62,386.64,1.43,7.31
"4615",2018-12-16 20:00:00,2018-12-16,"20:00:00",0.384,8.426,0.67,8.01,68.6,6.77,3063.01,9.89,14.9
"4616",2018-12-16 20:30:00,2018-12-16,"20:30:00",0.264,8.434,0.63,9.49,81.3,6.58,10247.21,22.25,16.92
"4617",2018-12-16 21:00:00,2018-12-16,"21:00:00",0.168,8.433,0.61,9.65,82.7,6.59,10291.67,22.2,18.2
"4618",2018-12-16 21:30:00,2018-12-16,"21:30:00",0.133,8.435,0.53,9.78,83.8,6.55,7336.65,19.87,18.87
"4619",2018-12-16 22:00:00,2018-12-16,"22:00:00",0.107,8.428,0.52,9.85,84.3,6.5,6146.3,19.74,20.74
"4620",2018-12-16 22:30:00,2018-12-16,"22:30:00",0.113,8.416,0.51,9.86,84.3,6.52,5993.2,19.87,28.17
"4621",2018-12-16 23:00:00,2018-12-16,"23:00:00",0.193,8.411,0.49,7.67,65.7,6.64,457.67,2.2,14.92
"4622",2018-12-16 23:30:00,2018-12-16,"23:30:00",0.311,8.412,0.5,9.78,83.7,6.66,1755.5,23.76,18.93
"4623",2018-12-17 00:00:00,2018-12-17,"0:00:00",0.458,8.396,0.51,9.81,83.9,6.65,1812.39,22.69,19.14
"4624",2018-12-17 00:30:00,2018-12-17,"0:30:00",0.636,8.4,0.6,8.38,71.7,6.67,768.38,4.79,14.05
"4625",2018-12-17 01:00:00,2018-12-17,"1:00:00",0.833,8.383,0.62,9.66,82.6,6.64,495.81,13.61,15.64
"4626",2018-12-17 01:30:00,2018-12-17,"1:30:00",1.086,8.378,0.62,9.46,80.9,6.54,441.64,11.72,19.85
"4627",2018-12-17 02:00:00,2018-12-17,"2:00:00",1.287,8.391,0.6,9.52,81.5,6.55,1645.46,8.73,11.02
"4628",2018-12-17 02:30:00,2018-12-17,"2:30:00",1.461,8.412,0.64,9.63,82.5,6.59,1699.19,10.1,11.37
"4629",2018-12-17 03:00:00,2018-12-17,"3:00:00",1.648,8.44,0.69,9.78,83.8,6.64,1693.91,8.72,10.58
"4630",2018-12-17 03:30:00,2018-12-17,"3:30:00",1.814,8.476,0.71,9.97,85.6,6.84,3619.96,6.31,9.14
"4631",2018-12-17 04:00:00,2018-12-17,"4:00:00",1.893,8.486,0.85,10.02,86.1,6.87,3775.39,5.4,11.09
"4632",2018-12-17 04:30:00,2018-12-17,"4:30:00",1.915,8.509,1.02,10.12,87.1,6.99,3790.02,5.12,9.96
"4633",2018-12-17 05:00:00,2018-12-17,"5:00:00",1.913,8.521,1.1,10.12,87.1,7.05,5362.25,4.47,9.27
"4634",2018-12-17 05:30:00,2018-12-17,"5:30:00",1.822,8.513,1.26,9.97,86,6.78,5303,4.98,8.48
"4635",2018-12-17 06:00:00,2018-12-17,"6:00:00",1.667,8.479,1.39,9.83,84.7,6.75,5237.47,5.58,20.13
"4636",2018-12-17 06:30:00,2018-12-17,"6:30:00",1.492,8.445,1.37,9.68,83.3,6.72,4561.16,5.81,18.76
"4637",2018-12-17 07:00:00,2018-12-17,"7:00:00",1.314,8.439,1.42,9.56,82.3,6.72,4744.62,6.72,17.52
"4638",2018-12-17 07:30:00,2018-12-17,"7:30:00",1.112,8.449,1.44,9.43,81.3,6.63,4748.01,7.03,21.6
"4639",2018-12-17 08:00:00,2018-12-17,"8:00:00",0.912,8.472,1.35,9.33,80.4,6.59,4524.85,6.7,20.72
"4640",2018-12-17 08:30:00,2018-12-17,"8:30:00",0.73,8.482,1.34,9.19,79.2,6.62,3816.73,7.12,25.11
"4641",2018-12-17 09:00:00,2018-12-17,"9:00:00",0.507,8.493,1.32,9.03,77.8,6.59,3893.78,7.35,19.73
"4642",2018-12-17 09:30:00,2018-12-17,"9:30:00",0.302,8.513,1.21,9.23,79.5,6.56,4930.86,6.53,17.66
"4643",2018-12-17 10:00:00,2018-12-17,"10:00:00",0.142,8.54,1.19,9.61,82.8,6.56,4602.16,6.64,18.56
"4644",2018-12-17 10:30:00,2018-12-17,"10:30:00",0.053,8.539,1.18,9.76,84.1,6.56,4588.2,6.7,18.42
"4645",2018-12-17 11:00:00,2018-12-17,"11:00:00",0.015,8.535,1.06,9.83,84.7,6.56,2174.5,4.71,17.96
"4646",2018-12-17 11:30:00,2018-12-17,"11:30:00",0.014,8.524,1.05,9.91,85.3,6.55,2105.65,4.64,17.9
"4647",2018-12-17 12:00:00,2018-12-17,"12:00:00",0.032,8.497,1.04,9.96,85.7,6.57,2104.41,4.94,134.33
"4648",2018-12-17 12:30:00,2018-12-17,"12:30:00",0.111,8.456,1.07,7.99,68.7,6.42,286.93,0.82,17.6
"4649",2018-12-17 13:00:00,2018-12-17,"13:00:00",0.235,8.434,1.16,9.2,79.1,6.45,969.88,6.44,27.28
"4650",2018-12-17 13:30:00,2018-12-17,"13:30:00",0.409,8.423,1.19,8.79,75.6,6.45,1041.3,6.94,27.45
"4651",2018-12-17 14:00:00,2018-12-17,"14:00:00",0.584,8.398,1.3,8.6,74,6.67,536.87,8.43,15.65
"4652",2018-12-17 14:30:00,2018-12-17,"14:30:00",0.759,8.361,1.32,10.23,87.9,6.57,420.3,17.59,18.51
"4653",2018-12-17 15:00:00,2018-12-17,"15:00:00",0.903,8.367,1.32,9.85,84.6,6.56,401.31,25.49,22.85
"4654",2018-12-17 15:30:00,2018-12-17,"15:30:00",1.101,8.381,1.24,9.81,84.3,6.59,826.07,20.47,13.88
"4655",2018-12-17 16:00:00,2018-12-17,"16:00:00",1.212,8.389,1.23,9.86,84.7,6.72,831.27,21.57,14.72
"4656",2018-12-17 16:30:00,2018-12-17,"16:30:00",1.386,8.434,1.25,10.03,86.2,6.7,845.76,11.02,9.06
"4657",2018-12-17 17:00:00,2018-12-17,"17:00:00",1.437,8.443,1.24,10.02,86.2,6.64,1193.93,7.18,7.74
"4658",2018-12-17 17:30:00,2018-12-17,"17:30:00",1.528,8.479,1.29,10.09,86.9,6.77,1181.72,7.04,6.83
"4659",2018-12-17 18:00:00,2018-12-17,"18:00:00",1.433,8.449,1.29,9.95,85.7,6.61,1171.43,17.02,20.31
"4660",2018-12-17 18:30:00,2018-12-17,"18:30:00",1.342,8.43,1.23,9.97,85.7,6.55,1689.36,17.54,17.85
"4661",2018-12-17 19:00:00,2018-12-17,"19:00:00",1.283,8.445,1.2,9.93,85.4,6.53,1679.12,16.88,20.1
"4662",2018-12-17 19:30:00,2018-12-17,"19:30:00",1.074,8.495,1.17,9.83,84.6,6.52,1676.37,15.67,35.65
"4663",2018-12-17 20:00:00,2018-12-17,"20:00:00",0.918,8.547,1.1,9.59,82.6,6.54,2434.26,17.77,91.05
"4664",2018-12-17 20:30:00,2018-12-17,"20:30:00",0.727,8.602,1.07,9.54,82.3,6.6,2377.6,6.32,47.16
"4665",2018-12-17 21:00:00,2018-12-17,"21:00:00",0.586,8.65,1.06,9.47,81.8,6.58,2580.28,4.82,20.98
"4666",2018-12-17 21:30:00,2018-12-17,"21:30:00",0.464,8.718,1.02,9.57,82.7,6.57,4897.37,3.56,24.5
"4667",2018-12-17 22:00:00,2018-12-17,"22:00:00",0.339,8.776,1.01,9.6,83.1,6.54,4653.72,2.23,30.01
"4668",2018-12-17 22:30:00,2018-12-17,"22:30:00",0.248,8.807,0.99,9.62,83.4,6.55,5285.91,1.2,30.83
"4669",2018-12-17 23:00:00,2018-12-17,"23:00:00",0.247,8.829,0.95,9.64,83.6,6.55,6306.37,0.91,28.1
"4670",2018-12-17 23:30:00,2018-12-17,"23:30:00",0.288,8.854,0.94,9.62,83.4,6.55,6478.58,1.09,27.91
"4671",2018-12-18 00:00:00,2018-12-18,"0:00:00",0.339,8.869,0.93,9.61,83.4,6.52,6549,1.05,28.72
"4672",2018-12-18 00:30:00,2018-12-18,"0:30:00",0.47,8.866,0.89,9.59,83.1,6.53,6037.77,0.67,26.56
"4673",2018-12-18 01:00:00,2018-12-18,"1:00:00",0.683,8.874,0.88,9.56,82.9,6.44,6106.18,0.91,19.42
"4674",2018-12-18 01:30:00,2018-12-18,"1:30:00",0.906,8.91,0.87,9.61,83.5,6.55,6135.72,1,143.34
"4675",2018-12-18 02:00:00,2018-12-18,"2:00:00",1.077,8.899,0.82,9.61,83.4,6.56,6713.29,0.65,91.05
"4676",2018-12-18 02:30:00,2018-12-18,"2:30:00",1.359,8.861,0.81,9.62,83.4,6.59,6452.06,0.75,17.33
"4677",2018-12-18 03:00:00,2018-12-18,"3:00:00",1.587,8.83,0.8,9.83,85.1,6.66,6395,0.69,15.42
"4678",2018-12-18 03:30:00,2018-12-18,"3:30:00",1.794,8.82,0.77,10.01,86.6,6.72,6383.96,0.55,15.44
"4679",2018-12-18 04:00:00,2018-12-18,"4:00:00",1.903,8.812,0.77,10.09,87.3,6.75,6420.87,0.62,5.7
"4680",2018-12-18 04:30:00,2018-12-18,"4:30:00",2.017,8.815,0.8,10.2,88.3,6.85,7191.76,0.52,16.64
"4681",2018-12-18 05:00:00,2018-12-18,"5:00:00",2.109,8.914,0.91,10.47,90.9,7.13,5419.07,3.81,18.3
"4682",2018-12-18 05:30:00,2018-12-18,"5:30:00",2.17,8.952,1.18,10.55,91.8,7.05,5457.57,2.23,7.29
"4683",2018-12-18 06:00:00,2018-12-18,"6:00:00",2.136,8.953,1.4,10.47,91.3,6.86,5430.79,2.35,6.18
"4684",2018-12-18 06:30:00,2018-12-18,"6:30:00",2.034,8.907,1.37,10.23,89.1,6.63,3573.36,1.96,11.83
"4685",2018-12-18 07:00:00,2018-12-18,"7:00:00",1.864,8.869,1.4,10.01,87.1,7.03,359.55,2.45,54.72
"4686",2018-12-18 07:30:00,2018-12-18,"7:30:00",1.627,8.878,1.27,9.55,83.1,6.76,608.02,5.91,58.65
"4687",2018-12-18 08:00:00,2018-12-18,"8:00:00",1.384,8.923,0.97,9.33,81.1,6.5,93.66,1.73,53.96
"4688",2018-12-18 08:30:00,2018-12-18,"8:30:00",1.138,8.939,0.95,9.31,80.9,6.72,73.46,1.77,60.17
"4689",2018-12-18 09:00:00,2018-12-18,"9:00:00",0.911,8.96,0.93,9.3,80.9,6.76,74.79,1.61,49.01
"4690",2018-12-18 09:30:00,2018-12-18,"9:30:00",0.687,8.977,1.29,9.02,78.7,6.61,6578.19,24.85,17.39
"4691",2018-12-18 10:00:00,2018-12-18,"10:00:00",0.476,8.972,1.27,8.98,78.3,6.58,4982.19,17.28,83.57
"4692",2018-12-18 10:30:00,2018-12-18,"10:30:00",0.283,9.023,1.23,9.24,80.6,6.59,3582.87,12.28,35.55
"4693",2018-12-18 11:00:00,2018-12-18,"11:00:00",0.152,9.066,1.11,9.47,82.6,6.58,2725.69,18.2,22.54
"4694",2018-12-18 11:30:00,2018-12-18,"11:30:00",0.097,9.102,1.06,9.55,83.4,6.57,2440.41,13.62,63.42
"4695",2018-12-18 12:00:00,2018-12-18,"12:00:00",0.082,9.091,1,9.6,83.7,6.54,2604.47,12.83,17.37
"4696",2018-12-18 12:30:00,2018-12-18,"12:30:00",0.084,9.096,0.92,9.63,84,6.52,1437.32,26.32,29.42
"4697",2018-12-18 13:00:00,2018-12-18,"13:00:00",0.083,9.069,0.87,9.66,84.2,6.52,1608.64,24.88,14.6
"4698",2018-12-18 13:30:00,2018-12-18,"13:30:00",0.098,9.038,0.82,9.69,84.3,6.5,2798.43,32.41,19.51
"4699",2018-12-18 14:00:00,2018-12-18,"14:00:00",0.219,8.985,0.72,9.71,84.4,6.5,1627.3,29.85,12.22
"4700",2018-12-18 14:30:00,2018-12-18,"14:30:00",0.417,8.96,0.69,9.68,84,6.49,1648.61,27.78,9.97
"4701",2018-12-18 15:00:00,2018-12-18,"15:00:00",0.646,8.903,0.67,9.38,81.3,6.6,1662.68,7.94,11.32
"4702",2018-12-18 15:30:00,2018-12-18,"15:30:00",0.836,8.787,0.58,9.58,82.7,6.62,1323.68,27.16,19.41
"4703",2018-12-18 16:00:00,2018-12-18,"16:00:00",1.049,8.838,0.56,9.37,81,6.65,1208.84,27.58,16.7
"4704",2018-12-18 16:30:00,2018-12-18,"16:30:00",1.243,8.859,0.55,9.37,81.1,6.66,1238.68,22.62,15.01
"4705",2018-12-18 17:00:00,2018-12-18,"17:00:00",1.334,8.856,0.71,9.35,80.9,6.65,549.76,51.68,4.16
"4706",2018-12-18 17:30:00,2018-12-18,"17:30:00",1.37,8.831,0.72,9.38,81.2,6.66,1122.14,49.91,4.35
"4707",2018-12-18 18:00:00,2018-12-18,"18:00:00",1.508,8.824,0.72,9.46,81.8,6.68,141.35,42.49,3.92
"4708",2018-12-18 18:30:00,2018-12-18,"18:30:00",1.582,8.812,0.78,9.48,82.1,6.68,1209.26,28.31,4.6
"4709",2018-12-18 19:00:00,2018-12-18,"19:00:00",1.451,8.756,0.78,9.39,81.1,6.66,199.36,20.66,23.72
"4710",2018-12-18 19:30:00,2018-12-18,"19:30:00",1.286,8.682,0.78,9.37,80.8,6.62,1110.26,12.53,49.77
"4711",2018-12-18 20:00:00,2018-12-18,"20:00:00",1.141,8.642,0.72,9.37,80.7,6.61,2396.16,12.64,32.17
"4712",2018-12-18 20:30:00,2018-12-18,"20:30:00",0.961,8.614,0.71,9.31,80.2,6.57,2457.8,14.85,52.67
"4713",2018-12-18 21:00:00,2018-12-18,"21:00:00",0.794,8.577,0.71,9.1,78.3,6.59,2682.64,14.97,50.33
"4714",2018-12-18 21:30:00,2018-12-18,"21:30:00",0.62,8.535,0.63,9.22,79.2,6.46,4915.36,11.36,42.11
"4715",2018-12-18 22:00:00,2018-12-18,"22:00:00",0.452,8.451,0.61,9.52,81.6,6.48,4614.95,10.34,42.61
"4716",2018-12-18 22:30:00,2018-12-18,"22:30:00",0.336,8.399,0.59,9.77,83.7,6.5,4571.72,10.09,46.95
"4717",2018-12-18 23:00:00,2018-12-18,"23:00:00",0.245,8.365,0.47,9.93,84.8,6.5,3489.81,8,46.16
"4718",2018-12-18 23:30:00,2018-12-18,"23:30:00",0.206,8.331,0.45,9.98,85.2,6.49,3590.2,7.87,45.56
"4719",2018-12-19 00:00:00,2018-12-19,"0:00:00",0.207,8.316,0.42,9.99,85.2,6.52,3687.35,6.74,50.41
"4720",2018-12-19 00:30:00,2018-12-19,"0:30:00",0.283,8.318,0.4,9.97,85,6.68,1038.09,32.25,4.21
"4721",2018-12-19 01:00:00,2018-12-19,"1:00:00",0.42,8.297,0.42,9.96,85,6.54,1107.23,47.09,2.84
"4722",2018-12-19 01:30:00,2018-12-19,"1:30:00",0.6,8.276,0.42,9.77,83.3,6.49,991.84,48.95,2.81
"4723",2018-12-19 02:00:00,2018-12-19,"2:00:00",0.795,8.18,0.47,9.82,83.5,6.56,822.61,20.92,3.62
"4724",2018-12-19 02:30:00,2018-12-19,"2:30:00",1.032,8.163,0.46,9.38,79.7,6.52,557.8,36.5,3.44
"4725",2018-12-19 03:00:00,2018-12-19,"3:00:00",1.273,8.263,0.47,9.39,80,6.58,536.28,40.45,3.23
"4726",2018-12-19 03:30:00,2018-12-19,"3:30:00",1.496,8.37,0.45,9.64,82.3,6.64,821.85,31.07,2.79
"4727",2018-12-19 04:00:00,2018-12-19,"4:00:00",1.747,8.463,0.48,9.82,84.1,6.71,875.2,28.83,2.51
"4728",2018-12-19 04:30:00,2018-12-19,"4:30:00",1.947,8.57,0.59,9.95,85.5,6.81,819.38,25.33,2.15
"4729",2018-12-19 05:00:00,2018-12-19,"5:00:00",2.073,8.639,0.87,10.04,86.6,6.92,1135.78,20.74,2.05
"4730",2018-12-19 05:30:00,2018-12-19,"5:30:00",2.165,8.682,1.88,10.07,87.5,7.04,1222.94,18.79,2.01
"4731",2018-12-19 06:00:00,2018-12-19,"6:00:00",2.205,8.688,2.79,10.12,88.5,7.15,1318.77,17.47,1.87
"4732",2018-12-19 06:30:00,2018-12-19,"6:30:00",2.186,8.677,2.83,10.17,88.9,7.21,1335.46,15.2,1.86
"4733",2018-12-19 07:00:00,2018-12-19,"7:00:00",2.045,8.665,2.6,10.03,87.5,7.12,467.3,15.68,2.5
"4734",2018-12-19 07:30:00,2018-12-19,"7:30:00",1.84,8.6,2.36,9.89,86,6.96,555.94,18.11,3.25
"4735",2018-12-19 08:00:00,2018-12-19,"8:00:00",1.58,8.489,3.02,9.59,83.6,6.79,96.64,29.74,2.63
"4736",2018-12-19 08:30:00,2018-12-19,"8:30:00",1.317,8.524,3.46,9.53,83.3,6.71,39.1,29.25,3.2
"4737",2018-12-19 09:00:00,2018-12-19,"9:00:00",1.074,8.472,1.41,9.56,82.3,6.84,38.92,35.16,3.59
"4738",2018-12-19 09:30:00,2018-12-19,"9:30:00",0.807,8.496,0.97,9.42,81,6.74,786.72,44.48,3.26
"4739",2018-12-19 10:00:00,2018-12-19,"10:00:00",0.545,8.421,0.82,9.33,80,6.6,401.08,45.17,3.93
"4740",2018-12-19 10:30:00,2018-12-19,"10:30:00",0.308,8.517,0.71,9.5,81.6,6.63,1029.69,45.12,4.6
"4741",2018-12-19 11:00:00,2018-12-19,"11:00:00",0.18,8.514,0.43,9.78,83.9,6.68,120.47,54.02,4.33
"4742",2018-12-19 11:30:00,2018-12-19,"11:30:00",0.138,8.498,0.39,9.87,84.6,6.61,117.54,50.74,5.14
"4743",2018-12-19 12:00:00,2018-12-19,"12:00:00",0.121,8.485,0.37,9.9,84.8,6.62,89.46,40.45,4.35
"4744",2018-12-19 12:30:00,2018-12-19,"12:30:00",0.111,8.476,0.56,9.9,84.9,6.64,949.73,44.02,4.71
